method,display_name,true_class,pred_class,count
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),green_immature,pink_turns_purple,3
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),over_ripe,fully_ripe,96
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),over_ripe,green_immature,1
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),over_ripe,pale_pink,2
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),over_ripe,pink_turns_purple,4
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),pale_pink,green_immature,18
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),pale_pink,over_ripe,1
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),pale_pink,pink_turns_purple,27
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),pink_turns_purple,fully_ripe,34
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),pink_turns_purple,green_immature,5
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),pink_turns_purple,over_ripe,3
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),pink_turns_purple,pale_pink,15
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),fully_ripe,green_immature,44
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),fully_ripe,over_ripe,134
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),fully_ripe,pale_pink,3
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),fully_ripe,pink_turns_purple,15
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),green_immature,fully_ripe,55
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),green_immature,over_ripe,7
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),green_immature,pale_pink,18
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),green_immature,pink_turns_purple,1
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),over_ripe,fully_ripe,77
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),over_ripe,green_immature,2
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),over_ripe,pale_pink,1
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),over_ripe,pink_turns_purple,5
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pale_pink,fully_ripe,1
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pale_pink,green_immature,17
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pale_pink,over_ripe,1
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pale_pink,pink_turns_purple,33
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pink_turns_purple,fully_ripe,33
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pink_turns_purple,green_immature,3
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pink_turns_purple,over_ripe,4
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),pink_turns_purple,pale_pink,15
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),fully_ripe,green_immature,38
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),fully_ripe,over_ripe,92
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),fully_ripe,pink_turns_purple,15
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),green_immature,fully_ripe,61
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),green_immature,over_ripe,5
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),green_immature,pale_pink,13
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),green_immature,pink_turns_purple,4
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),over_ripe,fully_ripe,90
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),over_ripe,green_immature,1
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),over_ripe,pale_pink,1
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),over_ripe,pink_turns_purple,5
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),pale_pink,green_immature,20
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),pale_pink,over_ripe,1
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),pale_pink,pink_turns_purple,29
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),pink_turns_purple,fully_ripe,39
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),pink_turns_purple,green_immature,5
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),pink_turns_purple,over_ripe,3
berrymtl_centerdet_decoupled_residual,BerryMTL-DecoupledCenterDet+ResidualCount (ours),pink_turns_purple,pale_pink,13
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),fully_ripe,green_immature,36
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),fully_ripe,over_ripe,96
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),fully_ripe,pale_pink,1
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),fully_ripe,pink_turns_purple,16
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),green_immature,fully_ripe,67
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),green_immature,over_ripe,8
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),green_immature,pale_pink,13
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),green_immature,pink_turns_purple,3
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),over_ripe,fully_ripe,78
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),over_ripe,green_immature,1
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),over_ripe,pale_pink,1
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),over_ripe,pink_turns_purple,5
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pale_pink,fully_ripe,1
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pale_pink,green_immature,18
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pale_pink,over_ripe,1
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pale_pink,pink_turns_purple,32
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pink_turns_purple,fully_ripe,40
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pink_turns_purple,green_immature,4
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pink_turns_purple,over_ripe,2
berrymtl_centerdet_shared_matched,BerryMTL-SharedCenterDet Matched (ours),pink_turns_purple,pale_pink,18
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),fully_ripe,green_immature,38
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),fully_ripe,over_ripe,98
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),fully_ripe,pink_turns_purple,16
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),green_immature,fully_ripe,70
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),green_immature,over_ripe,14
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),green_immature,pale_pink,12
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),green_immature,pink_turns_purple,6
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),over_ripe,fully_ripe,83
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),over_ripe,green_immature,2
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),over_ripe,pale_pink,1
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),over_ripe,pink_turns_purple,5
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pale_pink,fully_ripe,1
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pale_pink,green_immature,19
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pale_pink,over_ripe,1
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pale_pink,pink_turns_purple,27
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pink_turns_purple,fully_ripe,41
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pink_turns_purple,green_immature,4
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pink_turns_purple,over_ripe,2
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),pink_turns_purple,pale_pink,18
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),fully_ripe,green_immature,42
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),fully_ripe,over_ripe,90
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),fully_ripe,pink_turns_purple,15
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),green_immature,fully_ripe,77
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),green_immature,over_ripe,11
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),green_immature,pale_pink,12
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),green_immature,pink_turns_purple,5
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),over_ripe,fully_ripe,86
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),over_ripe,green_immature,2
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),over_ripe,pale_pink,1
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),over_ripe,pink_turns_purple,4
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pale_pink,fully_ripe,1
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pale_pink,green_immature,25
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pale_pink,over_ripe,1
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pale_pink,pink_turns_purple,22
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pink_turns_purple,fully_ripe,43
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pink_turns_purple,green_immature,10
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pink_turns_purple,over_ripe,6
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),pink_turns_purple,pale_pink,12
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),fully_ripe,green_immature,20
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),fully_ripe,over_ripe,67
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),fully_ripe,pale_pink,1
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),fully_ripe,pink_turns_purple,17
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),green_immature,fully_ripe,42
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),green_immature,over_ripe,6
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),green_immature,pale_pink,19
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),green_immature,pink_turns_purple,2
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),over_ripe,fully_ripe,90
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),over_ripe,green_immature,3
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),over_ripe,pale_pink,1
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),over_ripe,pink_turns_purple,3
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pale_pink,fully_ripe,3
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pale_pink,green_immature,14
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pale_pink,over_ripe,1
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pale_pink,pink_turns_purple,15
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pink_turns_purple,fully_ripe,24
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pink_turns_purple,green_immature,3
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pink_turns_purple,over_ripe,1
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),pink_turns_purple,pale_pink,27
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),fully_ripe,green_immature,22
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),fully_ripe,over_ripe,61
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),fully_ripe,pale_pink,1
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),fully_ripe,pink_turns_purple,17
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),green_immature,fully_ripe,52
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),green_immature,over_ripe,4
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),green_immature,pale_pink,31
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),green_immature,pink_turns_purple,4
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),over_ripe,fully_ripe,99
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),over_ripe,green_immature,3
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),over_ripe,pink_turns_purple,4
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pale_pink,fully_ripe,3
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pale_pink,green_immature,11
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pale_pink,over_ripe,1
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pale_pink,pink_turns_purple,22
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pink_turns_purple,fully_ripe,21
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pink_turns_purple,green_immature,2
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pink_turns_purple,over_ripe,1
berrymtl_teacher_aligned_det,BerryMTL-TeacherAlignedDet (ours),pink_turns_purple,pale_pink,20
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),fully_ripe,green_immature,28
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),fully_ripe,over_ripe,76
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),fully_ripe,pink_turns_purple,16
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),green_immature,fully_ripe,45
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),green_immature,over_ripe,7
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),green_immature,pale_pink,11
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),green_immature,pink_turns_purple,3
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),over_ripe,fully_ripe,88
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),over_ripe,green_immature,3
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),over_ripe,pink_turns_purple,4
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pale_pink,fully_ripe,3
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pale_pink,green_immature,19
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pale_pink,over_ripe,2
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pale_pink,pink_turns_purple,20
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pink_turns_purple,fully_ripe,28
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pink_turns_purple,green_immature,3
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pink_turns_purple,over_ripe,3
berrymtl_specialist_guided_distill,BerryMTL-SpecialistGuidedDistill (ours),pink_turns_purple,pale_pink,18
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),fully_ripe,green_immature,24
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),fully_ripe,over_ripe,74
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),fully_ripe,pale_pink,1
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),fully_ripe,pink_turns_purple,21
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),green_immature,fully_ripe,43
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),green_immature,over_ripe,5
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),green_immature,pale_pink,15
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),green_immature,pink_turns_purple,5
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),over_ripe,fully_ripe,94
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),over_ripe,green_immature,3
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),over_ripe,pink_turns_purple,4
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pale_pink,fully_ripe,3
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pale_pink,green_immature,15
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pale_pink,over_ripe,1
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pale_pink,pink_turns_purple,20
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pink_turns_purple,fully_ripe,22
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pink_turns_purple,green_immature,4
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pink_turns_purple,over_ripe,1
berrymtl_specialist_adapter_fusion,BerryMTL-SpecialistAdapterFusion (ours),pink_turns_purple,pale_pink,20
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),fully_ripe,green_immature,24
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),fully_ripe,over_ripe,67
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),fully_ripe,pink_turns_purple,14
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),green_immature,fully_ripe,47
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),green_immature,over_ripe,6
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),green_immature,pale_pink,11
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),green_immature,pink_turns_purple,4
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),over_ripe,fully_ripe,95
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),over_ripe,green_immature,2
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),over_ripe,pink_turns_purple,4
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pale_pink,fully_ripe,3
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pale_pink,green_immature,17
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pale_pink,over_ripe,1
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pale_pink,pink_turns_purple,21
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pink_turns_purple,fully_ripe,26
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pink_turns_purple,green_immature,4
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pink_turns_purple,over_ripe,2
berrymtl_specialist_adapter_fusion_uncertainty,BerryMTL-SpecialistAdapterFusion-UW (ours),pink_turns_purple,pale_pink,17
